Model,Engine_Size,Mileage,Doors,Owner_Count,Price,Brand_BMW,Brand_Chevrolet,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Kia,Brand_Mercedes,Brand_Toyota,Brand_Volkswagen,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Manual,Transmission_Semi-Automatic,Car_Age
Sportage,0.525,0.7372150092357346,2,3,0.10901171707257223,False,False,False,False,False,True,False,False,False,False,True,False,False,True,25
Accord,1.0,0.8381412500583485,4,1,0.4153732899822097,False,False,False,True,False,False,False,False,False,True,False,False,False,True,16
Focus,0.15000000000000002,0.9630137168997273,3,1,0.26513710815287406,False,False,True,False,False,False,False,False,False,False,True,False,True,False,7
Passat,0.8999999999999999,0.2757750348423924,5,5,0.5119317833261763,False,False,False,False,False,False,False,False,True,False,False,False,True,False,14
Focus,0.22499999999999998,0.4149712258520549,3,1,0.4975154898472486,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3
Tiguan,0.175,0.9507738678723134,4,3,0.36783019446659715,False,False,False,False,False,False,False,False,True,False,True,False,False,True,2
RAV4,0.925,0.7928661451977514,4,5,0.49953990552726824,False,False,False,False,False,False,False,True,False,False,True,False,False,False,13
Golf,0.875,0.8045791905895533,5,4,0.31120790135574505,False,False,False,False,False,False,False,False,True,False,False,False,True,False,14
RAV4,0.44999999999999996,0.7797627383119611,2,5,0.16084902766701428,False,False,False,False,False,False,False,True,False,False,False,False,True,False,17
Camry,0.22499999999999998,0.34035182480778337,3,2,0.322495552420097,False,False,False,False,False,False,False,True,False,False,False,False,False,False,19
E-Class,0.42500000000000004,0.25316582311400965,3,1,0.5631556346236427,False,False,False,False,False,False,True,False,False,True,False,False,False,False,17
GLA,0.04999999999999999,0.30834350264402083,3,1,0.10729403104104043,False,False,False,False,False,False,True,False,False,False,False,False,False,True,24
A4,0.95,0.12090143437293698,4,4,0.691614011410343,False,False,False,False,False,False,False,False,False,False,False,True,True,False,8
Golf,0.375,0.3147951800801542,2,3,0.5834611373535366,False,False,False,False,False,False,False,False,True,True,False,False,False,False,14
Focus,0.375,0.5859423450097025,4,4,0.35482485737071345,False,False,True,False,False,False,False,False,False,True,False,False,False,True,16
Malibu,0.44999999999999996,0.021048806022899286,5,2,0.6547451076621066,False,True,False,False,False,False,False,False,False,True,False,False,True,False,12
Sportage,0.625,0.558715265969152,2,3,0.3955585546898963,False,False,False,False,False,True,False,False,False,False,False,True,False,False,16
Passat,0.04999999999999999,0.7966804702555997,4,3,0.3202257530212871,False,False,False,False,False,False,False,False,True,False,True,False,False,False,11
Camry,0.625,0.8410686778562426,5,1,0.2486963989939268,False,False,False,False,False,False,False,True,False,True,False,False,False,True,20
CR-V,0.0,0.037266355919205664,3,3,0.24998466351757562,False,False,False,True,False,False,False,False,False,False,False,False,True,False,21
Fiesta,0.75,0.04586192410026607,2,1,0.7621618305625422,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3
GLA,0.475,0.3002447302965438,4,4,0.39862585117477456,False,False,False,False,False,False,True,False,False,False,False,False,False,False,19
Corolla,0.65,0.5824681083748441,4,5,0.42972823753143974,False,False,False,False,False,False,False,True,False,False,False,True,False,False,14
Equinox,0.175,0.24580390901634425,5,2,0.5168394577019815,False,True,False,False,False,False,False,False,False,False,True,False,False,True,8
5 Series,0.925,0.8536786231086749,3,4,0.434206490399362,True,False,False,False,False,False,False,False,False,False,False,True,True,False,7
Malibu,0.7749999999999999,0.29430318549489537,5,2,0.43764186246242565,False,True,False,False,False,False,False,False,False,False,False,True,False,True,16
Q5,0.44999999999999996,0.7895352791725848,3,5,0.5253051960002454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Accord,0.7,0.6378758477204073,3,1,0.20078522790012884,False,False,False,True,False,False,False,False,False,False,False,False,False,True,21
Camry,0.8999999999999999,0.23033988837097646,3,5,0.8108091528127109,False,False,False,False,False,False,False,True,False,False,True,False,False,True,2
Focus,0.025000000000000022,0.8534619000940245,4,1,0.23188761425679408,False,False,True,False,False,False,False,False,False,False,False,True,False,True,6
Focus,0.15000000000000002,0.22003720967451537,4,4,0.27476841911539174,False,False,True,False,False,False,False,False,False,False,False,False,False,True,18
A4,0.925,0.8223971565940478,2,1,0.43960493221274766,False,False,False,False,False,False,False,False,False,True,False,False,False,False,19
Elantra,0.525,0.5637299031081414,5,4,0.4243911416477517,False,False,False,False,True,False,False,False,False,False,False,True,False,True,8
RAV4,0.25,0.9099165783103607,5,4,0.15588000736151156,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12
Tiguan,0.32499999999999996,0.8278152319603097,3,5,0.3516962149561377,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4
GLA,0.625,0.8475536972946299,3,4,0.12974664131034905,False,False,False,False,False,False,True,False,False,False,True,False,False,True,23
Impala,0.09999999999999998,0.1566874053920686,3,5,0.7765781240414699,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3
Sportage,0.6,0.2779556017897987,4,2,0.6031531807864549,False,False,False,False,False,True,False,False,False,False,False,False,False,True,5
Camry,0.175,0.25943411953774653,5,4,0.5547512422550763,False,False,False,False,False,False,False,True,False,True,False,False,False,False,14
Malibu,0.625,0.2736911597015224,3,1,0.5617446782405987,False,True,False,False,False,False,False,False,False,False,True,False,False,False,16
Equinox,0.65,0.7262721640959983,2,5,0.54861664928532,False,True,False,False,False,False,False,False,False,False,True,False,False,True,3
Civic,0.25,0.3937290362160829,3,3,0.3642107846144409,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11
GLA,0.8500000000000001,0.03132814531778262,5,2,0.7797681123857432,False,False,False,False,False,False,True,False,False,False,True,False,True,False,7
3 Series,0.375,0.1709944585592254,3,2,0.3848230169928225,True,False,False,False,False,False,False,False,False,False,False,False,True,False,16
RAV4,0.09999999999999998,0.6421669634104867,3,5,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,25
Optima,0.25,0.186618520815412,4,5,0.5140788908655911,False,False,False,False,False,True,False,False,False,False,False,False,True,False,7
Golf,0.9750000000000001,0.15211621688305627,5,4,0.3734126740690755,False,False,False,False,False,False,False,False,True,False,False,False,True,False,25
Malibu,0.8500000000000001,0.6421002794059789,5,2,0.5856695908226489,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2
Q5,0.25,0.7359913577530157,4,1,0.3670940433102263,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9
CR-V,0.675,0.4854962290195451,4,2,0.2752591865529722,False,False,False,True,False,False,False,False,False,False,True,False,True,False,23
C-Class,0.42500000000000004,0.42297997479344634,4,3,0.37801361879639284,False,False,False,False,False,False,True,False,False,False,False,False,False,False,17
5 Series,0.875,0.2135788638379312,2,3,0.3262376541316484,True,False,False,False,False,False,False,False,False,False,False,True,False,True,25
3 Series,0.825,0.42339674982162034,2,1,0.37169498803754375,True,False,False,False,False,False,False,False,False,False,True,False,False,True,21
Civic,0.42500000000000004,0.9936916931735584,3,3,0.13115759769339305,False,False,False,True,False,False,False,False,False,False,False,True,False,True,14
C-Class,0.15000000000000002,0.8168990604223765,4,1,0.2023802220722655,False,False,False,False,False,False,True,False,False,False,False,True,False,True,10
RAV4,0.7749999999999999,0.45679209927914594,2,5,0.2858106864609533,False,False,False,False,False,False,False,True,False,False,False,False,True,False,21
Explorer,0.025000000000000022,0.3608538219937184,5,3,0.3149500030672965,False,False,True,False,False,False,False,False,False,True,False,False,True,False,18
GLA,0.825,0.11825407939397578,2,2,0.680326360345991,False,False,False,False,False,False,True,False,False,False,False,True,True,False,7
Equinox,0.55,0.08682924226965678,3,2,0.49555242009692657,False,True,False,False,False,False,False,False,False,False,False,False,False,True,14
A3,0.875,0.843402618014017,2,5,0.2417029630084044,False,False,False,False,False,False,False,False,False,False,False,False,True,False,17
Optima,0.30000000000000004,0.18127713205433413,3,2,0.5528495184344518,False,False,False,False,False,True,False,False,False,False,True,False,False,False,14
Camry,0.825,0.4372803595601523,2,5,0.4524875774492363,False,False,False,False,False,False,False,True,False,False,False,True,False,False,18
X5,0.22499999999999998,0.12889017811297604,3,1,0.5782467333292436,True,False,False,False,False,False,False,False,False,True,False,False,True,False,11
Explorer,0.2,0.21879355299044417,4,5,0.7046806944359242,False,False,True,False,False,False,False,False,False,True,False,False,True,False,2
Explorer,0.30000000000000004,0.2817299164449424,4,1,0.39930065640144774,False,False,True,False,False,False,False,False,False,False,False,False,False,True,12
CR-V,0.4,0.7550963250445115,4,1,0.16992822526225385,False,False,False,True,False,False,False,False,False,True,False,False,True,False,23
X5,0.6,0.18899580557611645,4,4,0.3597938776762162,True,False,False,False,False,False,False,False,False,False,False,True,False,False,25
RAV4,0.525,0.9145077720207254,2,1,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,25
Rio,0.25,0.17424863797920792,4,2,0.6351757560885836,False,False,False,False,False,True,False,False,False,False,True,False,False,True,4
Tiguan,0.75,0.25110528737471743,4,1,0.5394147598306852,False,False,False,False,False,False,False,False,True,False,False,True,False,True,11
Tiguan,0.42500000000000004,0.7664459426117457,5,1,0.2332372247101405,False,False,False,False,False,False,False,False,True,False,False,False,False,False,18
Elantra,0.95,0.5871726648928721,2,2,0.3727992147720999,False,False,False,False,True,False,False,False,False,False,False,True,True,False,16
A4,0.125,0.6789865364994898,3,4,0.0690755168394577,False,False,False,False,False,False,False,False,False,False,True,False,True,False,23
Golf,0.675,0.8240975987089977,3,1,0.2917612416416171,False,False,False,False,False,False,False,False,True,False,False,False,False,True,12
Elantra,0.55,0.6957075506298304,5,4,0.3574013864180112,False,False,False,False,True,False,False,False,False,True,False,False,False,True,16
Fiesta,0.475,0.10378031621554938,5,3,0.5445064719955831,False,False,True,False,False,False,False,False,False,False,False,False,False,False,15
Corolla,0.275,0.5603390214789178,4,5,0.36427213054413843,False,False,False,False,False,False,False,True,False,False,False,True,True,False,8
3 Series,0.8999999999999999,0.6157801028267349,2,1,0.5585546898963254,True,False,False,False,False,False,False,False,False,False,True,False,True,False,8
A4,0.275,0.9983795786904596,2,5,0.0803631679038096,False,False,False,False,False,False,False,False,False,False,True,False,False,False,23
CR-V,0.35,0.8578697127919925,3,1,0.0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,24
Sonata,0.35,0.5251532065003568,5,2,0.1563707747990921,False,False,False,False,True,False,False,False,False,False,False,True,True,False,21
Fiesta,0.8500000000000001,0.5772534192223311,3,5,0.37028403165449975,False,False,True,False,False,False,False,False,False,False,False,False,True,False,15
Rio,0.8500000000000001,0.6345449816952408,5,2,0.6191644684375192,False,False,False,False,False,True,False,False,False,True,False,False,False,False,12
Q5,0.575,0.17608578230339889,2,3,0.6283663578921539,False,False,False,False,False,False,False,False,False,True,False,False,False,True,12
A4,0.625,0.3576196477750882,3,1,0.7210600576651739,False,False,False,False,False,False,False,False,False,True,False,False,False,True,4
Tucson,0.375,0.8062096144997699,4,4,0.3167290350285259,False,False,False,False,True,False,False,False,False,False,False,False,True,False,7
Passat,0.32499999999999996,0.8685691613152753,3,5,0.256978099503098,False,False,False,False,False,False,False,False,True,True,False,False,False,True,15
Elantra,0.07500000000000001,0.4435353191829876,5,3,0.36427213054413843,False,False,False,False,True,False,False,False,False,False,True,False,False,False,16
Impala,0.875,0.9684117870646368,2,2,0.4410772345254892,False,True,False,False,False,False,False,False,False,False,True,False,True,False,7
Equinox,0.175,0.5388667720273937,4,1,0.45807005705171466,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2
Malibu,0.8500000000000001,0.30105827515153943,4,5,0.6927795840745966,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3
Sonata,0.525,0.7737845173078334,2,2,0.30415311944052514,False,False,False,False,True,False,False,False,False,True,False,False,False,True,17
Civic,0.275,0.9530544608264816,4,2,0.16452978344886818,False,False,False,True,False,False,False,False,False,False,False,True,False,True,11
A3,0.5,0.49937650455785176,3,4,0.41126311269247284,False,False,False,False,False,False,False,False,False,False,True,False,True,False,13
Explorer,0.7,0.09894572588873107,2,4,0.6014968406846206,False,False,True,False,False,False,False,False,False,False,False,True,False,False,15
Civic,0.8500000000000001,0.10343022519188323,4,3,0.869823937181768,False,False,False,True,False,False,False,False,False,True,False,False,False,False,9
Equinox,0.275,0.44252839071491923,3,2,0.4935280044169069,False,True,False,False,False,False,False,False,False,True,False,False,False,True,10
Tucson,0.5,0.3964997566033836,3,1,0.44297895834611367,False,False,False,False,True,False,False,False,False,False,False,False,False,False,15
E-Class,0.175,0.01028600769533412,4,5,0.6157290963744555,False,False,False,False,False,False,True,False,False,False,False,True,False,True,4
A3,0.44999999999999996,0.13087069304685886,3,2,0.5161646524753083,False,False,False,False,False,False,False,False,False,False,True,False,True,False,14
A3,0.9750000000000001,0.8129280279539347,5,2,0.3142751978406233,False,False,False,False,False,False,False,False,False,False,False,False,False,True,15
X5,0.675,0.3972199438520682,4,3,0.7003251334273971,True,False,False,False,False,False,False,False,False,True,False,False,False,False,10
Fiesta,0.95,0.6006695074052587,4,3,0.5825409484080731,False,False,True,False,False,False,False,False,False,True,False,False,True,False,11
Tucson,0.07500000000000001,0.6188975800374764,5,2,0.10962517636954788,False,False,False,False,True,False,False,False,False,False,False,True,False,False,23
Civic,0.04999999999999999,0.9896039636972279,5,5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,18
Explorer,0.42500000000000004,0.03751975513633545,2,4,0.7897674989264463,False,False,True,False,False,False,False,False,False,True,False,False,False,True,4
Elantra,0.125,0.5478891178373043,4,1,0.37500766824121223,False,False,False,False,True,False,False,False,False,False,True,False,False,True,9
Impala,0.825,0.6866385260167643,4,4,0.32390650880314087,False,True,False,False,False,False,False,False,False,False,False,False,False,True,15
Tiguan,0.04999999999999999,0.1842579070558345,4,5,0.49653395497208763,False,False,False,False,False,False,False,False,True,True,False,False,True,False,12
Optima,0.07500000000000001,0.3209501136962277,4,4,0.4094227348015459,False,False,False,False,False,True,False,False,False,False,True,False,True,False,11
Elantra,0.44999999999999996,0.22696567774287982,4,5,0.2722532359977916,False,False,False,False,True,False,False,False,False,False,False,True,True,False,22
Fiesta,0.42500000000000004,0.49432519121638296,5,4,0.3640267468253482,False,False,True,False,False,False,False,False,False,True,False,False,True,False,18
GLA,0.675,0.06017564566787365,4,5,0.8366357892153856,False,False,False,False,False,False,True,False,False,False,True,False,False,False,6
Equinox,0.04999999999999999,0.05641133361340615,4,5,0.5865284338384148,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3
Tucson,0.35,0.4462226845646535,4,2,0.27740629409238693,False,False,False,False,True,False,False,False,False,False,False,False,False,True,16
Fiesta,0.375,0.6982948900047345,3,5,0.11717072572234832,False,False,True,False,False,False,False,False,False,False,False,False,False,False,25
E-Class,0.8999999999999999,0.47973139682984245,2,2,0.4368443653763573,False,False,False,False,False,False,True,False,False,False,False,True,True,False,14
A3,0.875,0.26109788545021706,2,5,0.584810747806883,False,False,False,False,False,False,False,False,False,False,False,True,False,True,10
Passat,0.575,0.057985076119791146,2,3,0.4509539292067971,False,False,False,False,False,False,False,False,True,True,False,False,True,False,24
Sportage,0.04999999999999999,0.6605684144544248,5,5,0.19857677443101648,False,False,False,False,False,True,False,False,False,False,False,False,False,False,17
C-Class,0.875,0.4853695294109802,2,4,0.6127231458192749,False,False,False,False,False,False,True,False,False,False,False,True,False,True,4
Fiesta,0.07500000000000001,0.9386573842532392,5,3,0.28642414575792896,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2
CR-V,0.875,0.17369182654156748,3,5,0.5433408993313293,False,False,False,True,False,False,False,False,False,False,False,False,False,True,14
E-Class,0.5,0.4154813584865399,3,3,0.23354395435862832,False,False,False,False,False,False,True,False,False,False,False,True,True,False,21
RAV4,0.8,0.40875961083214973,3,4,0.4507085454880069,False,False,False,False,False,False,False,True,False,True,False,False,False,True,20
Passat,0.925,0.49158447863111077,3,1,0.3834120606097785,False,False,False,False,False,False,False,False,True,False,False,False,True,False,17
Malibu,0.8999999999999999,0.42695434146211353,4,2,0.5483099196368321,False,True,False,False,False,False,False,False,False,False,False,False,False,False,14
Tiguan,0.25,0.7803462233514047,4,5,0.5041408502545855,False,False,False,False,False,False,False,False,True,False,True,False,False,False,4
Rio,0.7749999999999999,0.8522649222131087,2,3,0.36727808109931903,False,False,False,False,False,True,False,False,False,False,True,False,False,True,12
Explorer,0.125,0.36302772054067395,3,3,0.5043248880436783,False,False,True,False,False,False,False,False,False,True,False,False,False,True,9
Explorer,0.925,0.8108174792112616,2,3,0.49291454511993127,False,False,True,False,False,False,False,False,False,False,True,False,False,False,13
Tucson,0.525,0.9940484525976754,2,3,0.400956996503282,False,False,False,False,True,False,False,False,False,False,True,False,False,False,9
Corolla,0.8500000000000001,0.6198678323030654,3,4,0.6736396540089565,False,False,False,False,False,False,False,True,False,False,True,False,False,False,6
Explorer,0.22499999999999998,0.3266682670827749,4,1,0.3521256364640206,False,False,True,False,False,False,False,False,False,False,True,False,False,True,16
Corolla,0.175,0.43270917105114,2,4,0.28850990736764615,False,False,False,False,False,False,False,True,False,True,False,False,False,False,25
Accord,0.275,0.5672908289488601,3,3,0.37396478743635364,False,False,False,True,False,False,False,False,False,True,False,False,False,True,14
Q5,0.7,0.1557738345303112,2,2,0.6113121894362309,False,False,False,False,False,False,False,False,False,True,False,False,True,False,15
Impala,0.825,0.7820533338668053,2,3,0.4544506471995583,False,True,False,False,False,False,False,False,False,False,False,False,False,True,6
E-Class,0.9750000000000001,0.8477770887097312,3,1,0.2646463407152936,False,False,False,False,False,False,True,False,False,False,False,False,True,False,17
Passat,0.0,0.15575716352918426,2,1,0.6051775964664744,False,False,False,False,False,False,False,False,True,True,False,False,True,False,6
X5,0.44999999999999996,0.23706497022559198,3,3,0.42801055149990797,True,False,False,False,False,False,False,False,False,True,False,False,True,False,20
C-Class,0.925,0.4127839905041978,3,2,0.5167167658425863,False,False,False,False,False,False,True,False,False,True,False,False,False,True,18
Golf,0.8,0.6158134448289888,3,3,0.3990552726826575,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17
Optima,0.0,0.23935223158021085,5,4,0.4578246733329243,False,False,False,False,False,True,False,False,False,False,True,False,False,True,9
A4,0.475,0.6267929661712045,5,1,0.5299674866572602,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12
Tiguan,0.25,0.697294629937117,4,4,0.30771118336298386,False,False,False,False,False,False,False,False,True,False,False,True,False,True,8
Sportage,0.55,0.11280599622568535,3,2,0.5166554199128888,False,False,False,False,False,True,False,False,False,True,False,False,False,True,19
RAV4,0.275,0.37497082574802787,3,5,0.3404699098214834,False,False,False,False,False,False,False,True,False,False,False,False,False,True,13
A3,0.8500000000000001,0.8038123245377131,3,5,0.27464572725599656,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24
3 Series,0.15000000000000002,0.3347637052300265,4,2,0.3000429421507883,True,False,False,False,False,False,False,False,False,True,False,False,False,True,21
Golf,0.5,0.5416641660164976,4,5,0.16870130666830255,False,False,False,False,False,False,False,False,True,False,False,False,False,True,22
CR-V,0.75,0.6107454604863931,5,5,0.3211459419667505,False,False,False,True,False,False,False,False,False,False,True,False,False,False,24
Malibu,0.25,0.558945325784704,4,1,0.5181277222256303,False,True,False,False,False,False,False,False,False,True,False,False,False,True,6
Malibu,0.5,0.8965264302051866,2,3,0.34482547083001047,False,True,False,False,False,False,False,False,False,True,False,False,False,True,12
Malibu,0.95,0.9969725461953441,4,3,0.26495307036378135,False,True,False,False,False,False,False,False,False,False,True,False,False,False,22
Rio,0.30000000000000004,0.9733097271957376,4,4,0.19391448377400158,False,False,False,False,False,True,False,False,False,True,False,False,False,False,21
5 Series,0.725,0.3681590546875521,3,5,0.43500398748543034,True,False,False,False,False,False,False,False,False,False,False,False,False,True,14
CR-V,0.15000000000000002,0.917251818806223,5,1,0.0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,21
5 Series,0.44999999999999996,0.3224805115996826,4,2,0.5131587019201276,True,False,False,False,False,False,False,False,False,False,False,True,False,False,12
Elantra,1.0,0.9870999793279586,5,3,0.2747070731856941,False,False,False,False,True,False,False,False,False,False,False,False,False,True,14
A3,0.7749999999999999,0.04815918805556112,5,5,0.4913808968774922,False,False,False,False,False,False,False,False,False,False,False,True,False,False,23
Sportage,0.35,0.6064576789965391,3,2,0.35341390098766945,False,False,False,False,False,True,False,False,False,False,True,False,True,False,12
C-Class,0.35,0.5367195470822413,2,5,0.3484448806821667,False,False,False,False,False,False,True,False,False,True,False,False,False,False,22
Tucson,0.2,0.8530951380692313,4,4,0.31789460769277955,False,False,False,False,True,False,False,False,False,False,True,False,True,False,7
3 Series,0.32499999999999996,0.08519881835944013,5,5,0.31212809030120847,True,False,False,False,False,False,False,False,False,False,False,True,True,False,21
Sportage,0.95,0.9462326871653296,3,5,0.38175572050794426,False,False,False,False,False,True,False,False,False,True,False,False,False,True,15
Elantra,0.275,0.06258627243083202,2,4,0.6578737500766824,False,False,False,False,True,False,False,False,False,False,False,True,False,True,2
E-Class,0.475,0.2949166783363675,5,5,0.5846267100177903,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4
3 Series,0.25,0.4653309860563747,3,3,0.4053739034415067,True,False,False,False,False,False,False,False,False,True,False,False,False,True,14
Sportage,0.2,0.9290715586052374,4,3,0.24697871296239496,False,False,False,False,False,True,False,False,False,False,False,True,False,False,11
Fiesta,0.15000000000000002,0.977337441068011,5,1,0.2599227041285811,False,False,True,False,False,False,False,False,False,False,True,False,True,False,7
Impala,0.475,0.21136828908849634,3,5,0.6398993926752959,False,True,False,False,False,False,False,False,False,False,True,False,True,False,6
Golf,0.025000000000000022,0.206210281339815,3,2,0.26759094534077665,False,False,False,False,False,False,False,False,True,False,False,True,False,False,22
X5,0.025000000000000022,0.2724608398183528,5,5,0.7156002699220907,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3
E-Class,0.09999999999999998,0.8606404331792933,3,2,0.02680817127783572,False,False,False,False,False,False,True,False,False,False,False,True,False,False,23
A4,0.04999999999999999,0.7357046165336321,4,2,0.4776394086252377,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2
Elantra,0.5,0.18515814111669035,4,1,0.5759155880007362,False,False,False,False,True,False,False,False,False,False,False,True,False,False,12
A4,0.2,0.5809210394702623,5,5,0.4732225016870131,False,False,False,False,False,False,False,False,False,False,True,False,False,True,4
CR-V,0.75,0.5867125452617681,2,4,0.6306361572909638,False,False,False,True,False,False,False,False,False,True,False,False,False,False,11
Tucson,0.725,0.46344382872880285,5,5,0.46739463836574446,False,False,False,False,True,False,False,False,False,True,False,False,False,False,22
Equinox,0.925,0.8132414427751216,4,2,0.2650757622231765,False,True,False,False,False,False,False,False,False,False,False,True,True,False,17
Passat,0.125,0.9272244116803702,3,4,0.3458070057051714,False,False,False,False,False,False,False,False,True,False,True,False,True,False,3
Sonata,0.275,0.35710284674015247,4,1,0.43905281884546954,False,False,False,False,True,False,False,False,False,False,False,True,False,False,13
3 Series,0.9750000000000001,0.08843966097852109,3,2,0.6851726887920987,True,False,False,False,False,False,False,False,False,True,False,False,False,False,21
Fiesta,0.55,0.6982715506031568,4,5,0.4913808968774922,False,False,True,False,False,False,False,False,False,False,False,True,True,False,2
Rio,0.275,0.6298704329792413,5,3,0.3264216919207411,False,False,False,False,False,True,False,False,False,False,True,False,False,True,12
Golf,0.6,0.8714865865124932,4,1,0.33562358137537573,False,False,False,False,False,False,False,False,True,False,True,False,False,False,16
E-Class,0.35,0.5807976740619227,5,5,0.33832280228206857,False,False,False,False,False,False,True,False,False,False,False,False,False,False,15
Impala,0.32499999999999996,0.004011042871146498,3,4,0.4892337893380774,False,True,False,False,False,False,False,False,False,False,False,True,True,False,13
Passat,0.2,0.7352778389047819,3,4,0.31826268327096496,False,False,False,False,False,False,False,False,True,False,False,True,False,False,11
5 Series,0.725,0.34619000940244465,2,3,0.8049812894914422,True,False,False,False,False,False,False,False,False,True,False,False,False,False,6
Corolla,0.9750000000000001,0.6604683884476631,2,4,0.43169130728176186,False,False,False,False,False,False,False,True,False,False,True,False,True,False,15
C-Class,0.8500000000000001,0.49787278025619996,4,1,0.5590454573339059,False,False,False,False,False,False,True,False,False,True,False,False,True,False,13
Fiesta,0.32499999999999996,0.6507658657917725,2,5,0.28801913993006567,False,False,True,False,False,False,False,False,False,False,False,True,False,False,16
A3,0.925,0.5866191876554571,4,5,0.661309122139746,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
Golf,0.275,0.8388481005061316,2,2,0.10226366480584015,False,False,False,False,False,False,False,False,True,False,True,False,False,True,20
Focus,0.125,0.9896606451010596,5,2,0.29832525611925653,False,False,True,False,False,False,False,False,False,False,False,True,False,False,6
A4,0.32499999999999996,0.11633024586392463,3,5,0.5951168639960739,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5
Focus,0.09999999999999998,0.3137615780102827,4,2,0.301637936322925,False,False,True,False,False,False,False,False,False,False,False,True,False,True,14
Tiguan,0.9750000000000001,0.06220950780536273,3,2,0.5659775473897307,False,False,False,False,False,False,False,False,True,True,False,False,True,False,23
CR-V,0.025000000000000022,0.3666019831822941,3,5,0.49076743758051655,False,False,False,True,False,False,False,False,False,False,True,False,True,False,5
E-Class,0.4,0.5120831416168203,5,4,0.5537697073799154,False,False,False,False,False,False,True,False,False,True,False,False,False,True,7
Tucson,0.09999999999999998,0.9394909343095872,3,5,0.26771363720017183,False,False,False,False,True,False,False,False,False,True,False,False,False,False,15
CR-V,0.8500000000000001,0.6151732783857136,2,4,0.4729157720385252,False,False,False,True,False,False,False,False,False,False,True,False,False,False,17
Elantra,0.55,0.33904481831942973,5,5,0.21869823937181768,False,False,False,False,True,False,False,False,False,False,False,True,True,False,24
Corolla,0.4,0.6433205966884723,2,1,0.22943377706889148,False,False,False,False,False,False,False,True,False,True,False,False,True,False,22
Optima,0.44999999999999996,0.13124412347210274,5,4,0.3626771363720017,False,False,False,False,False,True,False,False,False,False,False,False,False,True,19
Q5,0.55,0.2010956181940638,2,3,0.5639531317097111,False,False,False,False,False,False,False,False,False,False,False,True,False,True,8
E-Class,0.65,0.8829995798907716,2,4,0.306852340347218,False,False,False,False,False,False,True,False,False,False,True,False,False,False,18
5 Series,0.04999999999999999,0.8395116063509845,5,2,0.32899822096803877,True,False,False,False,False,False,False,False,False,True,False,False,True,False,8
A4,0.42500000000000004,0.5619927847907122,2,1,0.5599656462793694,False,False,False,False,False,False,False,False,False,True,False,False,True,False,6
Q5,0.725,0.610932175699015,5,5,0.19839273664192383,False,False,False,False,False,False,False,False,False,False,False,True,False,True,22
RAV4,0.525,0.2822600542807797,2,3,0.4727317342494325,False,False,False,False,False,False,False,True,False,False,False,True,True,False,11
A3,0.8999999999999999,0.13169424050253065,5,1,0.7673762345868351,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
Malibu,0.875,0.8257947066237221,3,4,0.43224342064904,False,True,False,False,False,False,False,False,False,False,False,True,False,True,7
Accord,0.65,0.6017197804762572,3,4,0.45948101343475856,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12
Accord,0.8999999999999999,0.40433846133328,5,4,0.5934605238942396,False,False,False,True,False,False,False,False,False,False,False,True,True,False,7
Equinox,0.5,0.7930795340121765,5,2,0.18661431813999144,False,True,False,False,False,False,False,False,False,False,False,True,False,True,16
Sonata,0.25,0.7600442781789932,4,1,0.3766640083430465,False,False,False,False,True,False,False,False,False,False,False,True,False,False,8
Tiguan,0.7,0.553994038449997,5,2,0.47702594932826203,False,False,False,False,False,False,False,False,True,False,True,False,True,False,11
Focus,0.825,0.22723908216136196,4,5,0.5849947855959757,False,False,True,False,False,False,False,False,False,False,False,False,True,False,10
Civic,0.04999999999999999,0.7254086062376218,5,5,0.162444021839151,False,False,False,True,False,False,False,False,False,False,True,False,False,True,16
